"index","customer_id","customer_state","highest_education","employment_status","gender","income","residence_type","marital_status","sales_channel","coverage","policy","vehicle_class","vehicle_size","monthly_premium","months_policy_active","months_since_last_claim","current_claim_amount","total_claims","total_claims_amount","customer_lifetime_value"
"1498","GD29440","Washington","Bachelor","Retired","Male","18608","Suburban","Divorced","Web","Basic","Personal","Four-Door Car","Midsize","71","46","13","1655","3","3191","75"
"1499","GD55093","California","Master","Employed","Female","22705","Suburban","Divorced","Agent","Extended","Personal","Luxury SUV","Midsize","239","48","19","1290","3","3500","7972"
"1500","GD56260","Oregon","Master","Employed","Female","41077","Rural","Married","Agent","Basic","Personal","Two-Door Car","Midsize","71","30","3","917","3","1909","221"
"1501","GD57363","California","Associate","Employed","Male","38795","Rural","Married","Agent","Basic","Personal","Four-Door Car","Midsize","65","41","23","1872","3","2928","-263"
"1502","GD59796","Nevada","Associate","Employed","Female","53243","Suburban","Single","Agent","Premium","Personal","Four-Door Car","Small","102","47","26","1204","2","2021","2773"
"1503","GD59850","Oregon","Associate","Disabled","Female","21299","Suburban","Married","Branch","Basic","Corporate","Four-Door Car","Midsize","69","35","0","1348","1","1348","1067"
"1504","GD83998","Washington","Bachelor","Employed","Male","24495","Suburban","Single","Branch","Basic","Personal","Four-Door Car","Small","70","41","29","2056","2","2396","474"
"1505","GD86131","California","Associate","Medical Leave","Female","17576","Suburban","Married","Call Center","Basic","Corporate","Four-Door Car","Midsize","71","50","29","1283","2","2213","1337"
"1506","GD87742","Oregon","Associate","Employed","Female","58988","Suburban","Married","Web","Basic","Personal","Sports Car","Midsize","118","35","3","1296","4","3255","875"
"1507","GD89605","Oregon","Master","Employed","Female","59364","Suburban","Married","Agent","Basic","Corporate","Four-Door Car","Small","67","55","25","1289","2","2267","1418"
"1508","GE20220","Oregon","Bachelor","Employed","Female","47778","Rural","Married","Call Center","Extended","Personal","Four-Door Car","Midsize","96","23","2","1169","3","3107","-899"
"1509","GE39783","Oregon","Associate","Employed","Female","60752","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","67","30","4","1328","2","1833","177"
"1510","GE45663","Arizona","Bachelor","Employed","Female","39854","Urban","Divorced","Web","Basic","Personal","Two-Door Car","Midsize","66","28","6","2092","2","3185","-1337"
"1511","GE46404","Oregon","Associate","Employed","Female","58828","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Small","68","41","13","1137","3","3331","-543"
"1512","GE47180","Nevada","High School","Employed","Male","65974","Rural","Married","Agent","Basic","Personal","Sports Car","Midsize","113","20","3","2625","2","3695","-1435"
"1513","GE58317","Arizona","Associate","Employed","Female","38713","Suburban","Divorced","Call Center","Basic","Personal","Four-Door Car","Midsize","66","55","31","1017","3","2779","851"
"1514","GE62437","Arizona","Associate","Employed","Female","86584","Suburban","Single","Call Center","Premium","Personal","Four-Door Car","Large","111","60","33","1173","3","2979","3681"
"1515","GE63585","California","Bachelor","Employed","Male","31710","Urban","Divorced","Call Center","Basic","Corporate","Two-Door Car","Midsize","62","34","5","1667","4","4742","-2634"
"1516","GE80842","Oregon","Associate","Employed","Female","99159","Suburban","Married","Branch","Basic","Personal","Luxury SUV","Large","190","42","7","1707","3","3879","4101"
"1517","GE87503","California","High School","Employed","Male","53690","Suburban","Married","Call Center","Premium","Personal","SUV","Small","154","45","20","1663","2","2230","4700"
"1518","GF12712","California","High School","Employed","Female","40672","Suburban","Divorced","Call Center","Extended","Corporate","SUV","Midsize","121","58","28","1276","2","2403","4615"
"1519","GF17866","Oregon","Associate","Retired","Male","28142","Suburban","Married","Agent","Basic","Corporate","Sports Car","Midsize","105","34","18","1749","3","3635","-65"
"1520","GF19726","Oregon","High School","Employed","Male","75952","Suburban","Married","Branch","Basic","Personal","Two-Door Car","Midsize","73","34","5","1995","2","2719","-237"
"1521","GF38306","Nevada","High School","Employed","Female","96162","Urban","Single","Agent","Extended","Corporate","Four-Door Car","Small","97","37","9","1541","2","2177","1412"
"1522","GF59560","Oregon","Associate","Employed","Female","86824","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","72","19","1","1818","2","2599","-1231"
"1523","GF68713","Oregon","Bachelor","Employed","Male","24695","Suburban","Married","Web","Extended","Personal","Four-Door Car","Large","82","34","0","2252","1","2252","536"
"1524","GF97874","Washington","Master","Employed","Female","70446","Rural","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","65","67","31","1297","3","3235","1120"
"1525","GG20671","Nevada","Associate","Employed","Male","43267","Suburban","Married","Agent","Extended","Special","Four-Door Car","Large","78","32","8","2025","2","2778","-282"
"1526","GG24674","California","High School","Retired","Female","15520","Suburban","Married","Web","Basic","Personal","Two-Door Car","Midsize","66","48","21","1323","2","2134","1034"
"1527","GG29821","Oregon","Bachelor","Employed","Male","54950","Urban","Married","Web","Basic","Corporate","SUV","Midsize","103","37","25","2187","3","4089","-278"
"1528","GG70928","California","Master","Employed","Female","33566","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","63","58","25","2219","4","5522","-1868"
"1529","GG84614","Oregon","High School","Employed","Female","27435","Suburban","Single","Branch","Extended","Personal","Two-Door Car","Midsize","76","38","9","1251","2","1954","934"
"1530","GG87344","Oregon","Associate","Employed","Female","55407","Urban","Married","Agent","Basic","Personal","SUV","Midsize","101","64","30","1644","3","2836","3628"
"1531","GH30325","Oregon","Associate","Employed","Male","27093","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","61","40","10","2106","3","3482","-1042"
"1532","GH31245","California","High School","Employed","Female","73274","Urban","Married","Branch","Basic","Corporate","SUV","Midsize","105","32","6","1540","2","2391","969"
"1533","GH31557","California","High School","Employed","Male","98121","Suburban","Divorced","Web","Basic","Personal","Two-Door Car","Small","67","54","22","2297","2","3439","179"
"1534","GH35369","California","Associate","Retired","Male","10621","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","67","52","28","1467","3","3341","143"
"1535","GH42026","Oregon","Bachelor","Employed","Male","55790","Rural","Single","Branch","Basic","Personal","SUV","Midsize","111","39","4","2285","3","4421","-92"
"1536","GH48839","California","Associate","Retired","Male","25251","Suburban","Divorced","Web","Basic","Corporate","Four-Door Car","Midsize","66","45","13","1900","2","2718","252"
"1537","GH49378","California","Bachelor","Employed","Female","67371","Rural","Married","Web","Basic","Personal","Four-Door Car","Midsize","63","43","25","1500","2","2152","557"
"1538","GH54524","California","High School","Employed","Male","69497","Rural","Married","Agent","Premium","Personal","SUV","Midsize","142","57","30","1814","3","3562","4532"
"1539","GH64274","California","High School","Employed","Male","22711","Suburban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","82","22","8","1808","2","2482","-678"
"1540","GH86762","California","Bachelor","Employed","Female","59853","Urban","Single","Web","Extended","Special","SUV","Small","124","42","18","1736","2","2466","2742"
"1541","GH90738","Oregon","Bachelor","Employed","Female","71176","Urban","Married","Web","Extended","Personal","Two-Door Car","Midsize","91","27","3","1415","2","2136","321"
"1542","GH94657","California","Bachelor","Disabled","Male","14660","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","61","38","14","1624","3","2648","-330"
"1543","GI14815","Washington","Associate","Employed","Male","55800","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Midsize","66","27","12","1630","2","2442","-660"
"1544","GI36262","Washington","Associate","Employed","Female","65247","Suburban","Married","Agent","Basic","Corporate","Four-Door Car","Midsize","72","36","14","1221","3","2633","-41"
"1545","GI55977","Oregon","High School","Medical Leave","Female","28806","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Small","61","35","13","1233","3","2189","-54"
"1546","GI68556","California","Bachelor","Employed","Female","41082","Rural","Married","Web","Basic","Personal","Two-Door Car","Midsize","63","51","23","1019","2","1708","1505"
"1547","GI70742","Oregon","High School","Employed","Female","66466","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","71","50","20","1819","3","3729","-179"
"1548","GI89160","California","Bachelor","Employed","Female","56516","Suburban","Married","Call Center","Basic","Personal","Luxury SUV","Midsize","199","62","26","1176","3","2990","9348"
"1549","GJ31412","Oregon","Bachelor","Employed","Male","99494","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Small","83","30","11","2129","2","2727","-237"
"1550","GJ43254","Washington","Associate","Employed","Male","89057","Rural","Married","Call Center","Extended","Corporate","Two-Door Car","Midsize","98","38","17","2278","3","3966","-242"
"1551","GJ47896","Arizona","Associate","Employed","Female","35503","Urban","Married","Branch","Basic","Personal","Two-Door Car","Midsize","67","38","14","2075","2","3033","-487"
"1552","GJ59592","California","Bachelor","Employed","Female","25134","Suburban","Married","Call Center","Basic","Corporate","Four-Door Car","Small","67","22","3","1282","2","1838","-364"
"1553","GJ63103","Oregon","High School","Medical Leave","Female","27869","Suburban","Married","Web","Basic","Personal","Two-Door Car","Small","67","53","18","1234","3","2056","1495"
"1554","GJ79432","Nevada","High School","Employed","Male","26876","Suburban","Single","Agent","Extended","Personal","Four-Door Car","Midsize","76","51","17","1461","2","2325","1551"
"1555","GJ88864","Nevada","Associate","Employed","Female","30944","Urban","Divorced","Web","Extended","Personal","Four-Door Car","Small","92","51","15","1377","2","2490","2202"
"1556","GK21260","Oregon","Doctoral","Medical Leave","Female","22821","Suburban","Married","Call Center","Extended","Personal","SUV","Midsize","131","38","26","1241","2","2307","2671"
"1557","GK24074","Arizona","Associate","Employed","Female","37202","Urban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","93","62","30","1880","2","2906","2860"
"1558","GK48045","Washington","Associate","Employed","Female","73245","Urban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","68","59","33","2032","2","2744","1268"
"1559","GK67747","Washington","Associate","Retired","Male","10621","Suburban","Single","Agent","Basic","Special","Four-Door Car","Midsize","67","54","28","1760","3","3402","216"
"1560","GK72076","Washington","Bachelor","Employed","Female","35457","Suburban","Single","Branch","Premium","Personal","Four-Door Car","Small","105","13","0","1075","1","1075","290"
"1561","GK73582","California","Bachelor","Employed","Female","64586","Urban","Single","Branch","Extended","Personal","Four-Door Car","Midsize","76","20","3","1972","2","2653","-1133"
"1562","GK94889","California","Associate","Employed","Male","22280","Rural","Married","Web","Basic","Personal","Four-Door Car","Large","68","33","10","1456","3","2996","-752"
"1563","GL33494","Oregon","Master","Employed","Female","31530","Suburban","Married","Branch","Basic","Personal","Two-Door Car","Midsize","69","48","24","820","2","1520","1792"
"1564","GL34504","California","High School","Employed","Female","65103","Suburban","Married","Branch","Premium","Personal","Four-Door Car","Small","115","44","29","1084","2","2165","2895"
"1565","GL44478","Oregon","High School","Disabled","Male","24067","Suburban","Single","Branch","Extended","Corporate","Sports Car","Midsize","132","31","12","1724","3","3514","578"
"1566","GL49408","California","Doctoral","Employed","Male","40372","Rural","Married","Branch","Extended","Corporate","Four-Door Car","Midsize","85","41","15","1674","2","2650","835"
"1567","GL54755","Washington","Bachelor","Employed","Female","59578","Urban","Married","Branch","Extended","Corporate","Four-Door Car","Midsize","98","13","1","1760","2","2437","-1163"
"1568","GL56175","Arizona","Associate","Employed","Male","79298","Urban","Married","Call Center","Extended","Personal","Four-Door Car","Midsize","90","57","22","1618","2","2376","2754"
